Customer ID,Order_ID,Purchase Amount (USD),Discount Applied,Promo Code Used,Shipping Type,Season,Product_ID
1875,ORD4874,33,No,No,Free Shipping,Fall,PROD3875
1876,ORD4875,71,No,No,Next Day Air,Winter,PROD3876
1877,ORD4876,36,No,No,Standard,Fall,PROD3877
1878,ORD4877,62,No,No,Express,Fall,PROD3878
1879,ORD4878,29,No,No,Store Pickup,Summer,PROD3879
1880,ORD4879,33,No,No,Express,Spring,PROD3880
1881,ORD4880,33,No,No,2-Day Shipping,Fall,PROD3881
1882,ORD4881,41,No,No,Standard,Winter,PROD3882
1883,ORD4882,54,No,No,Store Pickup,Winter,PROD3883
1884,ORD4883,58,No,No,Store Pickup,Spring,PROD3884
1885,ORD4884,30,No,No,Next Day Air,Summer,PROD3885
1886,ORD4885,53,No,No,Standard,Winter,PROD3886
1887,ORD4886,91,No,No,Next Day Air,Spring,PROD3887
1888,ORD4887,44,No,No,Express,Fall,PROD3888
1889,ORD4888,89,No,No,Free Shipping,Winter,PROD3889
1890,ORD4889,57,No,No,Next Day Air,Spring,PROD3890
1891,ORD4890,57,No,No,Store Pickup,Spring,PROD3891
1892,ORD4891,74,No,No,Next Day Air,Summer,PROD3892
1893,ORD4892,30,No,No,2-Day Shipping,Fall,PROD3893
1894,ORD4893,20,No,No,Express,Summer,PROD3894
1895,ORD4894,90,No,No,Free Shipping,Fall,PROD3895
1896,ORD4895,61,No,No,Express,Fall,PROD3896
1897,ORD4896,51,No,No,Standard,Fall,PROD3897
1898,ORD4897,97,No,No,Free Shipping,Winter,PROD3898
1899,ORD4898,97,No,No,Next Day Air,Fall,PROD3899
1900,ORD4899,40,No,No,Store Pickup,Winter,PROD3900
1901,ORD4900,85,No,No,Free Shipping,Summer,PROD3901
1902,ORD4901,76,No,No,Store Pickup,Winter,PROD3902
1903,ORD4902,22,No,No,Store Pickup,Spring,PROD3903
1904,ORD4903,63,No,No,Standard,Summer,PROD3904
1905,ORD4904,71,No,No,Free Shipping,Spring,PROD3905
1906,ORD4905,35,No,No,2-Day Shipping,Summer,PROD3906
1907,ORD4906,30,No,No,2-Day Shipping,Spring,PROD3907
1908,ORD4907,74,No,No,Store Pickup,Fall,PROD3908
1909,ORD4908,71,No,No,Next Day Air,Winter,PROD3909
1910,ORD4909,84,No,No,Store Pickup,Spring,PROD3910
1911,ORD4910,38,No,No,Express,Fall,PROD3911
1912,ORD4911,81,No,No,Express,Spring,PROD3912
1913,ORD4912,56,No,No,2-Day Shipping,Winter,PROD3913
1914,ORD4913,48,No,No,Express,Winter,PROD3914
1915,ORD4914,97,No,No,Standard,Fall,PROD3915
1916,ORD4915,74,No,No,2-Day Shipping,Fall,PROD3916
1917,ORD4916,50,No,No,Next Day Air,Winter,PROD3917
1918,ORD4917,71,No,No,Free Shipping,Winter,PROD3918
1919,ORD4918,33,No,No,Standard,Summer,PROD3919
1920,ORD4919,56,No,No,Express,Summer,PROD3920
1921,ORD4920,84,No,No,Standard,Spring,PROD3921
1922,ORD4921,36,No,No,Store Pickup,Fall,PROD3922
1923,ORD4922,63,No,No,Standard,Summer,PROD3923
1924,ORD4923,36,No,No,Standard,Summer,PROD3924
1925,ORD4924,63,No,No,Free Shipping,Fall,PROD3925
1926,ORD4925,32,No,No,Express,Winter,PROD3926
1927,ORD4926,93,No,No,Express,Spring,PROD3927
1928,ORD4927,29,No,No,Standard,Summer,PROD3928
1929,ORD4928,92,No,No,Standard,Summer,PROD3929
1930,ORD4929,33,No,No,Standard,Fall,PROD3930
1931,ORD4930,52,No,No,Store Pickup,Spring,PROD3931
1932,ORD4931,42,No,No,Store Pickup,Spring,PROD3932
1933,ORD4932,36,No,No,Free Shipping,Spring,PROD3933
1934,ORD4933,67,No,No,Next Day Air,Summer,PROD3934
1935,ORD4934,43,No,No,Free Shipping,Winter,PROD3935
1936,ORD4935,68,No,No,Free Shipping,Spring,PROD3936
1937,ORD4936,60,No,No,2-Day Shipping,Summer,PROD3937
1938,ORD4937,53,No,No,2-Day Shipping,Summer,PROD3938
1939,ORD4938,23,No,No,Standard,Spring,PROD3939
1940,ORD4939,57,No,No,Store Pickup,Winter,PROD3940
1941,ORD4940,89,No,No,2-Day Shipping,Fall,PROD3941
1942,ORD4941,99,No,No,Standard,Winter,PROD3942
1943,ORD4942,28,No,No,Express,Fall,PROD3943
1944,ORD4943,53,No,No,Next Day Air,Summer,PROD3944
1945,ORD4944,45,No,No,Free Shipping,Winter,PROD3945
1946,ORD4945,38,No,No,2-Day Shipping,Winter,PROD3946
1947,ORD4946,49,No,No,Standard,Summer,PROD3947
1948,ORD4947,32,No,No,Store Pickup,Summer,PROD3948
1949,ORD4948,37,No,No,Next Day Air,Winter,PROD3949
1950,ORD4949,80,No,No,Store Pickup,Winter,PROD3950
1951,ORD4950,78,No,No,Free Shipping,Summer,PROD3951
1952,ORD4951,53,No,No,Next Day Air,Summer,PROD3952
1953,ORD4952,82,No,No,2-Day Shipping,Summer,PROD3953
1954,ORD4953,33,No,No,Standard,Spring,PROD3954
1955,ORD4954,77,No,No,Free Shipping,Winter,PROD3955
1956,ORD4955,56,No,No,Express,Winter,PROD3956
1957,ORD4956,37,No,No,Express,Winter,PROD3957
1958,ORD4957,54,No,No,Store Pickup,Spring,PROD3958
1959,ORD4958,67,No,No,Store Pickup,Winter,PROD3959
1960,ORD4959,90,No,No,Store Pickup,Fall,PROD3960
1961,ORD4960,72,No,No,2-Day Shipping,Summer,PROD3961
1962,ORD4961,59,No,No,Free Shipping,Summer,PROD3962
1963,ORD4962,45,No,No,Standard,Fall,PROD3963
1964,ORD4963,30,No,No,Standard,Spring,PROD3964
1965,ORD4964,51,No,No,Express,Summer,PROD3965
1966,ORD4965,90,No,No,Express,Fall,PROD3966
1967,ORD4966,95,No,No,Express,Winter,PROD3967
1968,ORD4967,81,No,No,Standard,Fall,PROD3968
1969,ORD4968,70,No,No,Standard,Spring,PROD3969
1970,ORD4969,32,No,No,Next Day Air,Winter,PROD3970
1971,ORD4970,94,No,No,Next Day Air,Spring,PROD3971
1972,ORD4971,29,No,No,Next Day Air,Spring,PROD3972
1973,ORD4972,31,No,No,Express,Summer,PROD3973
1974,ORD4973,20,No,No,Standard,Fall,PROD3974
1975,ORD4974,44,No,No,2-Day Shipping,Winter,PROD3975
1976,ORD4975,77,No,No,Express,Fall,PROD3976
1977,ORD4976,51,No,No,Next Day Air,Spring,PROD3977
1978,ORD4977,49,No,No,Free Shipping,Summer,PROD3978
1979,ORD4978,78,No,No,Store Pickup,Spring,PROD3979
1980,ORD4979,98,No,No,Store Pickup,Spring,PROD3980
1981,ORD4980,94,No,No,Store Pickup,Winter,PROD3981
1982,ORD4981,91,No,No,Express,Summer,PROD3982
1983,ORD4982,77,No,No,2-Day Shipping,Summer,PROD3983
1984,ORD4983,97,No,No,Next Day Air,Summer,PROD3984
1985,ORD4984,58,No,No,2-Day Shipping,Summer,PROD3985
1986,ORD4985,97,No,No,2-Day Shipping,Spring,PROD3986
1987,ORD4986,48,No,No,2-Day Shipping,Summer,PROD3987
1988,ORD4987,23,No,No,Express,Summer,PROD3988
1989,ORD4988,79,No,No,Free Shipping,Winter,PROD3989
1990,ORD4989,42,No,No,Express,Spring,PROD3990
1991,ORD4990,95,No,No,2-Day Shipping,Spring,PROD3991
1992,ORD4991,29,No,No,Next Day Air,Summer,PROD3992
1993,ORD4992,98,No,No,2-Day Shipping,Winter,PROD3993
1994,ORD4993,96,No,No,Express,Spring,PROD3994
1995,ORD4994,66,No,No,Next Day Air,Fall,PROD3995
1996,ORD4995,80,No,No,Standard,Spring,PROD3996
1997,ORD4996,27,No,No,Next Day Air,Summer,PROD3997
1998,ORD4997,25,No,No,Express,Fall,PROD3998
1999,ORD4998,45,No,No,2-Day Shipping,Fall,PROD3999
2000,ORD4999,89,No,No,2-Day Shipping,Winter,PROD4000
2001,ORD5000,27,No,No,2-Day Shipping,Winter,PROD4001
2002,ORD5001,90,No,No,Free Shipping,Winter,PROD4002
2003,ORD5002,65,No,No,Express,Summer,PROD4003
2004,ORD5003,72,No,No,Express,Spring,PROD4004
2005,ORD5004,70,No,No,2-Day Shipping,Fall,PROD4005
2006,ORD5005,82,No,No,Store Pickup,Winter,PROD4006
2007,ORD5006,97,No,No,Express,Fall,PROD4007
2008,ORD5007,25,No,No,2-Day Shipping,Summer,PROD4008
2009,ORD5008,48,No,No,Free Shipping,Spring,PROD4009
2010,ORD5009,99,No,No,Next Day Air,Summer,PROD4010
2011,ORD5010,21,No,No,2-Day Shipping,Summer,PROD4011
2012,ORD5011,94,No,No,Express,Spring,PROD4012
2013,ORD5012,53,No,No,Store Pickup,Fall,PROD4013
2014,ORD5013,70,No,No,Standard,Winter,PROD4014
2015,ORD5014,26,No,No,Standard,Summer,PROD4015
2016,ORD5015,82,No,No,Next Day Air,Summer,PROD4016
2017,ORD5016,47,No,No,Standard,Winter,PROD4017
2018,ORD5017,32,No,No,Next Day Air,Winter,PROD4018
2019,ORD5018,97,No,No,Store Pickup,Fall,PROD4019
2020,ORD5019,68,No,No,Store Pickup,Winter,PROD4020
2021,ORD5020,23,No,No,Next Day Air,Winter,PROD4021
2022,ORD5021,33,No,No,Standard,Winter,PROD4022
2023,ORD5022,38,No,No,Store Pickup,Winter,PROD4023
2024,ORD5023,68,No,No,Store Pickup,Winter,PROD4024
2025,ORD5024,23,No,No,Express,Fall,PROD4025
2026,ORD5025,29,No,No,Express,Summer,PROD4026
2027,ORD5026,35,No,No,Express,Winter,PROD4027
2028,ORD5027,73,No,No,Standard,Fall,PROD4028
2029,ORD5028,84,No,No,2-Day Shipping,Fall,PROD4029
2030,ORD5029,23,No,No,Next Day Air,Spring,PROD4030
2031,ORD5030,67,No,No,Standard,Summer,PROD4031
2032,ORD5031,51,No,No,Standard,Spring,PROD4032
2033,ORD5032,36,No,No,Next Day Air,Winter,PROD4033
2034,ORD5033,55,No,No,Express,Summer,PROD4034
2035,ORD5034,30,No,No,Store Pickup,Spring,PROD4035
2036,ORD5035,70,No,No,Express,Summer,PROD4036
2037,ORD5036,63,No,No,Next Day Air,Winter,PROD4037
2038,ORD5037,87,No,No,Express,Summer,PROD4038
2039,ORD5038,70,No,No,Next Day Air,Spring,PROD4039
2040,ORD5039,51,No,No,Next Day Air,Spring,PROD4040
2041,ORD5040,25,No,No,Free Shipping,Spring,PROD4041
2042,ORD5041,32,No,No,Next Day Air,Winter,PROD4042
2043,ORD5042,52,No,No,2-Day Shipping,Spring,PROD4043
2044,ORD5043,33,No,No,Standard,Summer,PROD4044
2045,ORD5044,68,No,No,Free Shipping,Spring,PROD4045
2046,ORD5045,20,No,No,Express,Fall,PROD4046
2047,ORD5046,32,No,No,Free Shipping,Winter,PROD4047
2048,ORD5047,82,No,No,Store Pickup,Summer,PROD4048
2049,ORD5048,64,No,No,Express,Winter,PROD4049
2050,ORD5049,24,No,No,Standard,Fall,PROD4050
2051,ORD5050,96,No,No,Store Pickup,Summer,PROD4051
2052,ORD5051,94,No,No,Free Shipping,Spring,PROD4052
2053,ORD5052,48,No,No,2-Day Shipping,Winter,PROD4053
2054,ORD5053,60,No,No,2-Day Shipping,Spring,PROD4054
2055,ORD5054,56,No,No,Express,Spring,PROD4055
2056,ORD5055,33,No,No,2-Day Shipping,Fall,PROD4056
2057,ORD5056,46,No,No,2-Day Shipping,Spring,PROD4057
2058,ORD5057,37,No,No,Standard,Spring,PROD4058
2059,ORD5058,98,No,No,Store Pickup,Winter,PROD4059
2060,ORD5059,50,No,No,Express,Spring,PROD4060
2061,ORD5060,63,No,No,Next Day Air,Fall,PROD4061
2062,ORD5061,70,No,No,Store Pickup,Summer,PROD4062
2063,ORD5062,63,No,No,Standard,Fall,PROD4063
2064,ORD5063,86,No,No,Standard,Fall,PROD4064
2065,ORD5064,99,No,No,2-Day Shipping,Summer,PROD4065
2066,ORD5065,40,No,No,Free Shipping,Spring,PROD4066
2067,ORD5066,92,No,No,Store Pickup,Fall,PROD4067
2068,ORD5067,21,No,No,2-Day Shipping,Fall,PROD4068
2069,ORD5068,81,No,No,Store Pickup,Summer,PROD4069
2070,ORD5069,82,No,No,Free Shipping,Fall,PROD4070
2071,ORD5070,88,No,No,Express,Spring,PROD4071
2072,ORD5071,100,No,No,Store Pickup,Fall,PROD4072
2073,ORD5072,66,No,No,Next Day Air,Winter,PROD4073
2074,ORD5073,25,No,No,Next Day Air,Winter,PROD4074
2075,ORD5074,53,No,No,Free Shipping,Summer,PROD4075
2076,ORD5075,28,No,No,Express,Fall,PROD4076
2077,ORD5076,23,No,No,Free Shipping,Fall,PROD4077
2078,ORD5077,34,No,No,Free Shipping,Fall,PROD4078
2079,ORD5078,42,No,No,Next Day Air,Spring,PROD4079
2080,ORD5079,24,No,No,Next Day Air,Summer,PROD4080
2081,ORD5080,47,No,No,Free Shipping,Fall,PROD4081
2082,ORD5081,78,No,No,Standard,Spring,PROD4082
2083,ORD5082,89,No,No,Free Shipping,Summer,PROD4083
2084,ORD5083,59,No,No,Store Pickup,Fall,PROD4084
2085,ORD5084,94,No,No,Standard,Summer,PROD4085
2086,ORD5085,49,No,No,Free Shipping,Fall,PROD4086
2087,ORD5086,89,No,No,2-Day Shipping,Summer,PROD4087
2088,ORD5087,91,No,No,Standard,Summer,PROD4088
2089,ORD5088,89,No,No,Standard,Spring,PROD4089
2090,ORD5089,57,No,No,Free Shipping,Spring,PROD4090
2091,ORD5090,71,No,No,Free Shipping,Winter,PROD4091
2092,ORD5091,97,No,No,Next Day Air,Fall,PROD4092
2093,ORD5092,45,No,No,Next Day Air,Fall,PROD4093
2094,ORD5093,91,No,No,Store Pickup,Spring,PROD4094
2095,ORD5094,25,No,No,Standard,Spring,PROD4095
2096,ORD5095,63,No,No,Store Pickup,Fall,PROD4096
2097,ORD5096,52,No,No,Free Shipping,Summer,PROD4097
2098,ORD5097,43,No,No,Next Day Air,Winter,PROD4098
2099,ORD5098,28,No,No,2-Day Shipping,Summer,PROD4099
2100,ORD5099,78,No,No,Express,Summer,PROD4100
2101,ORD5100,31,No,No,Free Shipping,Spring,PROD4101
2102,ORD5101,23,No,No,Next Day Air,Winter,PROD4102
2103,ORD5102,25,No,No,Store Pickup,Spring,PROD4103
2104,ORD5103,86,No,No,Store Pickup,Summer,PROD4104
2105,ORD5104,88,No,No,Free Shipping,Spring,PROD4105
2106,ORD5105,35,No,No,Free Shipping,Spring,PROD4106
2107,ORD5106,34,No,No,Standard,Fall,PROD4107
2108,ORD5107,75,No,No,Standard,Winter,PROD4108
2109,ORD5108,46,No,No,Express,Winter,PROD4109
2110,ORD5109,31,No,No,Free Shipping,Fall,PROD4110
2111,ORD5110,93,No,No,Store Pickup,Spring,PROD4111
2112,ORD5111,85,No,No,Free Shipping,Spring,PROD4112
2113,ORD5112,68,No,No,2-Day Shipping,Fall,PROD4113
2114,ORD5113,40,No,No,Store Pickup,Spring,PROD4114
2115,ORD5114,51,No,No,Standard,Winter,PROD4115
2116,ORD5115,85,No,No,Store Pickup,Winter,PROD4116
2117,ORD5116,23,No,No,Express,Summer,PROD4117
2118,ORD5117,28,No,No,Free Shipping,Summer,PROD4118
2119,ORD5118,44,No,No,2-Day Shipping,Fall,PROD4119
2120,ORD5119,57,No,No,Store Pickup,Spring,PROD4120
2121,ORD5120,98,No,No,Next Day Air,Fall,PROD4121
2122,ORD5121,68,No,No,2-Day Shipping,Winter,PROD4122
2123,ORD5122,36,No,No,Express,Fall,PROD4123
2124,ORD5123,71,No,No,Express,Spring,PROD4124
2125,ORD5124,60,No,No,Next Day Air,Fall,PROD4125
2126,ORD5125,87,No,No,Store Pickup,Fall,PROD4126
2127,ORD5126,38,No,No,Express,Winter,PROD4127
2128,ORD5127,45,No,No,2-Day Shipping,Spring,PROD4128
2129,ORD5128,47,No,No,2-Day Shipping,Fall,PROD4129
2130,ORD5129,57,No,No,Store Pickup,Fall,PROD4130
2131,ORD5130,68,No,No,Free Shipping,Summer,PROD4131
2132,ORD5131,52,No,No,Express,Fall,PROD4132
2133,ORD5132,87,No,No,2-Day Shipping,Fall,PROD4133
2134,ORD5133,34,No,No,Standard,Summer,PROD4134
2135,ORD5134,41,No,No,Standard,Winter,PROD4135
2136,ORD5135,94,No,No,Next Day Air,Winter,PROD4136
2137,ORD5136,93,No,No,Standard,Summer,PROD4137
2138,ORD5137,51,No,No,2-Day Shipping,Winter,PROD4138
2139,ORD5138,42,No,No,Next Day Air,Fall,PROD4139
2140,ORD5139,95,No,No,Free Shipping,Winter,PROD4140
2141,ORD5140,90,No,No,Standard,Fall,PROD4141
2142,ORD5141,98,No,No,2-Day Shipping,Winter,PROD4142
2143,ORD5142,39,No,No,Next Day Air,Winter,PROD4143
2144,ORD5143,66,No,No,Next Day Air,Fall,PROD4144
2145,ORD5144,23,No,No,Free Shipping,Winter,PROD4145
2146,ORD5145,73,No,No,Standard,Winter,PROD4146
2147,ORD5146,23,No,No,Standard,Summer,PROD4147
2148,ORD5147,43,No,No,Standard,Fall,PROD4148
2149,ORD5148,45,No,No,2-Day Shipping,Winter,PROD4149
2150,ORD5149,21,No,No,Standard,Winter,PROD4150
2151,ORD5150,40,No,No,2-Day Shipping,Spring,PROD4151
2152,ORD5151,58,No,No,2-Day Shipping,Fall,PROD4152
2153,ORD5152,48,No,No,Next Day Air,Summer,PROD4153
2154,ORD5153,94,No,No,Free Shipping,Fall,PROD4154
2155,ORD5154,74,No,No,Store Pickup,Spring,PROD4155
2156,ORD5155,51,No,No,Store Pickup,Fall,PROD4156
2157,ORD5156,83,No,No,Next Day Air,Winter,PROD4157
2158,ORD5157,68,No,No,Next Day Air,Winter,PROD4158
2159,ORD5158,84,No,No,Standard,Spring,PROD4159
2160,ORD5159,58,No,No,Free Shipping,Fall,PROD4160
2161,ORD5160,92,No,No,Express,Winter,PROD4161
2162,ORD5161,69,No,No,Express,Summer,PROD4162
2163,ORD5162,48,No,No,Free Shipping,Summer,PROD4163
2164,ORD5163,60,No,No,Express,Spring,PROD4164
2165,ORD5164,20,No,No,Next Day Air,Winter,PROD4165
2166,ORD5165,55,No,No,Express,Summer,PROD4166
2167,ORD5166,88,No,No,Express,Spring,PROD4167
2168,ORD5167,48,No,No,Standard,Winter,PROD4168
2169,ORD5168,74,No,No,Next Day Air,Spring,PROD4169
2170,ORD5169,42,No,No,Next Day Air,Fall,PROD4170
2171,ORD5170,32,No,No,Next Day Air,Fall,PROD4171
2172,ORD5171,98,No,No,Store Pickup,Summer,PROD4172
2173,ORD5172,89,No,No,Store Pickup,Fall,PROD4173
2174,ORD5173,97,No,No,2-Day Shipping,Summer,PROD4174
2175,ORD5174,49,No,No,Store Pickup,Spring,PROD4175
2176,ORD5175,50,No,No,Free Shipping,Spring,PROD4176
2177,ORD5176,91,No,No,2-Day Shipping,Winter,PROD4177
2178,ORD5177,93,No,No,Express,Winter,PROD4178
2179,ORD5178,98,No,No,Standard,Summer,PROD4179
2180,ORD5179,82,No,No,Next Day Air,Fall,PROD4180
2181,ORD5180,37,No,No,Store Pickup,Summer,PROD4181
2182,ORD5181,63,No,No,Free Shipping,Fall,PROD4182
2183,ORD5182,99,No,No,Store Pickup,Winter,PROD4183
2184,ORD5183,37,No,No,Store Pickup,Spring,PROD4184
2185,ORD5184,34,No,No,Free Shipping,Spring,PROD4185
2186,ORD5185,32,No,No,Express,Winter,PROD4186
2187,ORD5186,23,No,No,Next Day Air,Winter,PROD4187
2188,ORD5187,78,No,No,Free Shipping,Spring,PROD4188
2189,ORD5188,54,No,No,Next Day Air,Winter,PROD4189
2190,ORD5189,94,No,No,Express,Fall,PROD4190
2191,ORD5190,75,No,No,Express,Spring,PROD4191
2192,ORD5191,69,No,No,Next Day Air,Summer,PROD4192
2193,ORD5192,35,No,No,Next Day Air,Winter,PROD4193
2194,ORD5193,78,No,No,Express,Spring,PROD4194
2195,ORD5194,29,No,No,Standard,Summer,PROD4195
2196,ORD5195,62,No,No,Next Day Air,Fall,PROD4196
2197,ORD5196,58,No,No,Next Day Air,Spring,PROD4197
2198,ORD5197,88,No,No,2-Day Shipping,Summer,PROD4198
2199,ORD5198,80,No,No,Free Shipping,Summer,PROD4199
2200,ORD5199,47,No,No,Store Pickup,Summer,PROD4200
2201,ORD5200,51,No,No,Next Day Air,Summer,PROD4201
2202,ORD5201,25,No,No,2-Day Shipping,Spring,PROD4202
2203,ORD5202,36,No,No,Next Day Air,Summer,PROD4203
2204,ORD5203,79,No,No,Free Shipping,Winter,PROD4204
2205,ORD5204,41,No,No,2-Day Shipping,Winter,PROD4205
2206,ORD5205,68,No,No,Express,Fall,PROD4206
2207,ORD5206,51,No,No,Store Pickup,Spring,PROD4207
2208,ORD5207,38,No,No,Next Day Air,Fall,PROD4208
2209,ORD5208,46,No,No,2-Day Shipping,Summer,PROD4209
2210,ORD5209,20,No,No,2-Day Shipping,Summer,PROD4210
2211,ORD5210,25,No,No,Store Pickup,Summer,PROD4211
2212,ORD5211,89,No,No,Free Shipping,Winter,PROD4212
2213,ORD5212,77,No,No,Next Day Air,Winter,PROD4213
2214,ORD5213,94,No,No,Express,Fall,PROD4214
2215,ORD5214,100,No,No,Standard,Fall,PROD4215
2216,ORD5215,96,No,No,Express,Winter,PROD4216
2217,ORD5216,36,No,No,Store Pickup,Winter,PROD4217
2218,ORD5217,27,No,No,Store Pickup,Fall,PROD4218
2219,ORD5218,67,No,No,Store Pickup,Winter,PROD4219
2220,ORD5219,91,No,No,Store Pickup,Fall,PROD4220
2221,ORD5220,62,No,No,Store Pickup,Fall,PROD4221
2222,ORD5221,88,No,No,Free Shipping,Fall,PROD4222
2223,ORD5222,66,No,No,Store Pickup,Summer,PROD4223
2224,ORD5223,65,No,No,Next Day Air,Fall,PROD4224
2225,ORD5224,25,No,No,Standard,Winter,PROD4225
2226,ORD5225,64,No,No,Free Shipping,Spring,PROD4226
2227,ORD5226,72,No,No,Store Pickup,Spring,PROD4227
2228,ORD5227,74,No,No,Next Day Air,Summer,PROD4228
2229,ORD5228,50,No,No,Free Shipping,Fall,PROD4229
2230,ORD5229,97,No,No,Express,Fall,PROD4230
2231,ORD5230,36,No,No,Express,Spring,PROD4231
2232,ORD5231,49,No,No,Store Pickup,Fall,PROD4232
2233,ORD5232,64,No,No,Store Pickup,Spring,PROD4233
2234,ORD5233,31,No,No,Express,Summer,PROD4234
2235,ORD5234,66,No,No,Express,Winter,PROD4235
2236,ORD5235,82,No,No,2-Day Shipping,Spring,PROD4236
2237,ORD5236,88,No,No,Standard,Winter,PROD4237
2238,ORD5237,34,No,No,Next Day Air,Summer,PROD4238
2239,ORD5238,84,No,No,Standard,Winter,PROD4239
2240,ORD5239,96,No,No,2-Day Shipping,Summer,PROD4240
2241,ORD5240,71,No,No,Next Day Air,Winter,PROD4241
2242,ORD5241,77,No,No,Free Shipping,Summer,PROD4242
2243,ORD5242,66,No,No,Next Day Air,Spring,PROD4243
2244,ORD5243,21,No,No,2-Day Shipping,Winter,PROD4244
2245,ORD5244,37,No,No,2-Day Shipping,Summer,PROD4245
2246,ORD5245,90,No,No,Free Shipping,Fall,PROD4246
2247,ORD5246,96,No,No,Store Pickup,Fall,PROD4247
2248,ORD5247,37,No,No,Next Day Air,Summer,PROD4248
2249,ORD5248,66,No,No,Free Shipping,Winter,PROD4249
2250,ORD5249,45,No,No,Next Day Air,Spring,PROD4250
2251,ORD5250,89,No,No,Store Pickup,Summer,PROD4251
2252,ORD5251,94,No,No,Free Shipping,Fall,PROD4252
2253,ORD5252,96,No,No,Express,Summer,PROD4253
2254,ORD5253,31,No,No,Store Pickup,Spring,PROD4254
2255,ORD5254,79,No,No,Store Pickup,Winter,PROD4255
2256,ORD5255,39,No,No,Store Pickup,Spring,PROD4256
2257,ORD5256,22,No,No,Standard,Fall,PROD4257
2258,ORD5257,32,No,No,Standard,Fall,PROD4258
2259,ORD5258,71,No,No,Store Pickup,Winter,PROD4259
2260,ORD5259,96,No,No,Free Shipping,Spring,PROD4260
2261,ORD5260,82,No,No,Express,Fall,PROD4261
2262,ORD5261,76,No,No,Standard,Spring,PROD4262
2263,ORD5262,22,No,No,2-Day Shipping,Winter,PROD4263
2264,ORD5263,40,No,No,Store Pickup,Winter,PROD4264
2265,ORD5264,92,No,No,2-Day Shipping,Summer,PROD4265
2266,ORD5265,94,No,No,Store Pickup,Fall,PROD4266
2267,ORD5266,44,No,No,Store Pickup,Fall,PROD4267
2268,ORD5267,49,No,No,Express,Spring,PROD4268
2269,ORD5268,26,No,No,2-Day Shipping,Spring,PROD4269
2270,ORD5269,38,No,No,Store Pickup,Fall,PROD4270
2271,ORD5270,72,No,No,Express,Spring,PROD4271
2272,ORD5271,99,No,No,Free Shipping,Summer,PROD4272
2273,ORD5272,38,No,No,Standard,Spring,PROD4273
2274,ORD5273,96,No,No,Express,Winter,PROD4274
2275,ORD5274,27,No,No,Next Day Air,Spring,PROD4275
2276,ORD5275,24,No,No,Standard,Winter,PROD4276
2277,ORD5276,82,No,No,2-Day Shipping,Summer,PROD4277
2278,ORD5277,56,No,No,Next Day Air,Summer,PROD4278
2279,ORD5278,25,No,No,Store Pickup,Fall,PROD4279
2280,ORD5279,67,No,No,Free Shipping,Spring,PROD4280
2281,ORD5280,21,No,No,Standard,Summer,PROD4281
2282,ORD5281,27,No,No,Store Pickup,Summer,PROD4282
2283,ORD5282,97,No,No,2-Day Shipping,Fall,PROD4283
2284,ORD5283,45,No,No,Free Shipping,Winter,PROD4284
2285,ORD5284,63,No,No,Express,Fall,PROD4285
2286,ORD5285,100,No,No,2-Day Shipping,Summer,PROD4286
2287,ORD5286,38,No,No,Store Pickup,Spring,PROD4287
2288,ORD5287,45,No,No,Store Pickup,Summer,PROD4288
2289,ORD5288,91,No,No,Next Day Air,Fall,PROD4289
2290,ORD5289,82,No,No,Free Shipping,Fall,PROD4290
2291,ORD5290,48,No,No,Standard,Winter,PROD4291
2292,ORD5291,30,No,No,2-Day Shipping,Spring,PROD4292
2293,ORD5292,34,No,No,Next Day Air,Spring,PROD4293
2294,ORD5293,68,No,No,Express,Fall,PROD4294
2295,ORD5294,95,No,No,Express,Winter,PROD4295
2296,ORD5295,22,No,No,2-Day Shipping,Spring,PROD4296
2297,ORD5296,88,No,No,Next Day Air,Fall,PROD4297
2298,ORD5297,83,No,No,Standard,Summer,PROD4298
2299,ORD5298,87,No,No,2-Day Shipping,Spring,PROD4299
2300,ORD5299,57,No,No,Store Pickup,Summer,PROD4300
2301,ORD5300,88,No,No,2-Day Shipping,Summer,PROD4301
2302,ORD5301,20,No,No,Next Day Air,Winter,PROD4302
2303,ORD5302,39,No,No,Store Pickup,Summer,PROD4303
2304,ORD5303,71,No,No,2-Day Shipping,Spring,PROD4304
2305,ORD5304,73,No,No,Free Shipping,Winter,PROD4305
2306,ORD5305,63,No,No,Free Shipping,Summer,PROD4306
2307,ORD5306,78,No,No,Standard,Winter,PROD4307
2308,ORD5307,96,No,No,Next Day Air,Fall,PROD4308
2309,ORD5308,81,No,No,2-Day Shipping,Winter,PROD4309
2310,ORD5309,95,No,No,2-Day Shipping,Fall,PROD4310
2311,ORD5310,68,No,No,Standard,Spring,PROD4311
2312,ORD5311,28,No,No,2-Day Shipping,Spring,PROD4312
2313,ORD5312,30,No,No,Free Shipping,Summer,PROD4313
2314,ORD5313,31,No,No,Next Day Air,Summer,PROD4314
2315,ORD5314,95,No,No,Express,Winter,PROD4315
2316,ORD5315,79,No,No,2-Day Shipping,Winter,PROD4316
2317,ORD5316,39,No,No,Standard,Winter,PROD4317
2318,ORD5317,34,No,No,Next Day Air,Summer,PROD4318
2319,ORD5318,28,No,No,Store Pickup,Spring,PROD4319
2320,ORD5319,38,No,No,Free Shipping,Winter,PROD4320
2321,ORD5320,55,No,No,Free Shipping,Spring,PROD4321
