Customer ID,Age,Gender,Subscription Status,Location,Previous Purchases,Frequency of Purchases,Payment Method
1946,35,Male,No,Georgia,9,Every 3 Months,Debit Card
1947,59,Male,No,Louisiana,41,Quarterly,Bank Transfer
1948,59,Male,No,New York,2,Monthly,Debit Card
1949,54,Male,No,Connecticut,39,Bi-Weekly,Debit Card
1950,63,Male,No,Nebraska,12,Quarterly,Venmo
1951,43,Male,No,Arkansas,26,Every 3 Months,Cash
1952,33,Male,No,Connecticut,32,Bi-Weekly,Bank Transfer
1953,57,Male,No,Maryland,50,Bi-Weekly,PayPal
1954,25,Male,No,Colorado,3,Fortnightly,Cash
1955,26,Male,No,Colorado,3,Quarterly,Bank Transfer
1956,50,Male,No,Maine,37,Monthly,Credit Card
1957,70,Male,No,Oklahoma,20,Fortnightly,Cash
1958,68,Male,No,South Carolina,26,Bi-Weekly,Venmo
1959,39,Male,No,Nevada,47,Quarterly,Cash
1960,46,Male,No,Colorado,7,Every 3 Months,Credit Card
1961,57,Male,No,Massachusetts,40,Annually,Bank Transfer
1962,47,Male,No,Nevada,45,Quarterly,Cash
1963,40,Male,No,Iowa,20,Fortnightly,Debit Card
1964,52,Male,No,Michigan,11,Weekly,Bank Transfer
1965,40,Male,No,West Virginia,50,Monthly,PayPal
1966,67,Male,No,Indiana,25,Quarterly,Venmo
1967,67,Male,No,Indiana,5,Fortnightly,Venmo
1968,37,Male,No,Georgia,4,Annually,Venmo
1969,67,Male,No,Minnesota,25,Weekly,Credit Card
1970,64,Male,No,Louisiana,11,Fortnightly,PayPal
1971,28,Male,No,Maryland,4,Bi-Weekly,Debit Card
1972,54,Male,No,Pennsylvania,1,Monthly,PayPal
1973,54,Male,No,Louisiana,48,Every 3 Months,Debit Card
1974,24,Male,No,Maryland,9,Every 3 Months,Debit Card
1975,27,Male,No,Tennessee,2,Fortnightly,Credit Card
1976,53,Male,No,Illinois,4,Quarterly,Credit Card
1977,32,Male,No,Wyoming,43,Fortnightly,Debit Card
1978,24,Male,No,Florida,32,Annually,Debit Card
1979,45,Male,No,Massachusetts,1,Quarterly,Cash
1980,49,Male,No,Tennessee,38,Fortnightly,PayPal
1981,51,Male,No,Iowa,25,Fortnightly,Venmo
1982,69,Male,No,Michigan,42,Quarterly,Cash
1983,41,Male,No,Kansas,32,Monthly,PayPal
1984,59,Male,No,Georgia,21,Quarterly,Credit Card
1985,26,Male,No,West Virginia,26,Fortnightly,Bank Transfer
1986,23,Male,No,Tennessee,6,Fortnightly,Cash
1987,62,Male,No,Arkansas,14,Quarterly,Debit Card
1988,69,Male,No,Vermont,4,Quarterly,Debit Card
1989,46,Male,No,Virginia,26,Weekly,Credit Card
1990,35,Male,No,Maryland,39,Bi-Weekly,Cash
1991,32,Male,No,Connecticut,15,Annually,Debit Card
1992,46,Male,No,Missouri,1,Every 3 Months,Venmo
1993,33,Male,No,New Jersey,28,Monthly,PayPal
1994,32,Male,No,Arkansas,17,Weekly,Cash
1995,33,Male,No,Nevada,24,Weekly,Bank Transfer
1996,67,Male,No,Missouri,29,Quarterly,Credit Card
1997,67,Male,No,South Dakota,18,Every 3 Months,Cash
1998,42,Male,No,Connecticut,10,Bi-Weekly,PayPal
1999,20,Male,No,Vermont,19,Quarterly,Debit Card
2000,39,Male,No,Tennessee,26,Monthly,Credit Card
2001,26,Male,No,California,25,Bi-Weekly,Venmo
2002,51,Male,No,Wyoming,2,Fortnightly,Debit Card
2003,31,Male,No,New York,19,Every 3 Months,Cash
2004,68,Male,No,Maine,32,Quarterly,Venmo
2005,44,Male,No,Georgia,13,Bi-Weekly,Cash
2006,18,Male,No,Tennessee,30,Fortnightly,PayPal
2007,58,Male,No,New Mexico,2,Annually,Debit Card
2008,26,Male,No,Virginia,8,Quarterly,Cash
2009,57,Male,No,Florida,27,Every 3 Months,PayPal
2010,37,Male,No,Alabama,26,Bi-Weekly,Venmo
2011,24,Male,No,Texas,3,Bi-Weekly,Venmo
2012,57,Male,No,West Virginia,4,Monthly,Debit Card
2013,48,Male,No,Nevada,5,Fortnightly,Bank Transfer
2014,39,Male,No,Virginia,25,Quarterly,PayPal
2015,51,Male,No,Wisconsin,47,Bi-Weekly,Venmo
2016,57,Male,No,Virginia,8,Fortnightly,Debit Card
2017,53,Male,No,Maine,20,Fortnightly,Credit Card
2018,70,Male,No,Massachusetts,42,Every 3 Months,Venmo
2019,60,Male,No,Arkansas,20,Weekly,Debit Card
2020,31,Male,No,Idaho,23,Fortnightly,PayPal
2021,41,Male,No,Pennsylvania,26,Quarterly,Credit Card
2022,62,Male,No,Maine,48,Quarterly,Debit Card
2023,59,Male,No,Alabama,16,Bi-Weekly,Bank Transfer
2024,46,Male,No,Idaho,28,Bi-Weekly,Bank Transfer
2025,62,Male,No,Arkansas,39,Weekly,Bank Transfer
2026,42,Male,No,Delaware,43,Fortnightly,Bank Transfer
2027,37,Male,No,Maine,45,Every 3 Months,Bank Transfer
2028,50,Male,No,Nebraska,50,Every 3 Months,Venmo
2029,29,Male,No,Ohio,10,Bi-Weekly,Cash
2030,25,Male,No,Montana,40,Quarterly,Bank Transfer
2031,66,Male,No,New Mexico,38,Monthly,Venmo
2032,21,Male,No,North Carolina,2,Monthly,Credit Card
2033,46,Male,No,South Carolina,13,Annually,Credit Card
2034,57,Male,No,Illinois,33,Annually,Cash
2035,61,Male,No,Alabama,27,Monthly,Credit Card
2036,53,Male,No,Oklahoma,43,Weekly,Venmo
2037,37,Male,No,Minnesota,46,Weekly,PayPal
2038,39,Male,No,Illinois,7,Bi-Weekly,Cash
2039,53,Male,No,Arkansas,35,Fortnightly,Debit Card
2040,35,Male,No,Minnesota,31,Bi-Weekly,Cash
2041,69,Male,No,South Carolina,42,Quarterly,Debit Card
2042,66,Male,No,New York,14,Bi-Weekly,Cash
2043,19,Male,No,Alabama,35,Monthly,Credit Card
2044,47,Male,No,New York,49,Weekly,PayPal
2045,49,Male,No,Missouri,17,Fortnightly,Cash
2046,31,Male,No,Georgia,26,Quarterly,PayPal
2047,39,Male,No,Oklahoma,30,Every 3 Months,Bank Transfer
2048,58,Male,No,Connecticut,32,Annually,Cash
2049,45,Male,No,Michigan,35,Quarterly,Credit Card
2050,68,Male,No,Rhode Island,15,Annually,Debit Card
2051,35,Male,No,Mississippi,10,Annually,Credit Card
2052,65,Male,No,Massachusetts,14,Monthly,Cash
2053,45,Male,No,New Hampshire,30,Annually,PayPal
2054,19,Male,No,Wyoming,16,Fortnightly,Bank Transfer
2055,65,Male,No,New Jersey,14,Annually,PayPal
2056,28,Male,No,Texas,28,Weekly,Debit Card
2057,55,Male,No,Minnesota,29,Monthly,Cash
2058,66,Male,No,South Dakota,5,Every 3 Months,Credit Card
2059,29,Male,No,Washington,17,Quarterly,Debit Card
2060,56,Male,No,California,50,Weekly,Cash
2061,21,Male,No,Wisconsin,23,Quarterly,Debit Card
2062,32,Male,No,Michigan,22,Annually,PayPal
2063,54,Male,No,South Carolina,15,Quarterly,PayPal
2064,61,Male,No,Indiana,32,Monthly,Venmo
2065,31,Male,No,Arkansas,5,Monthly,Bank Transfer
2066,27,Male,No,Oregon,6,Bi-Weekly,PayPal
2067,64,Male,No,Illinois,44,Fortnightly,Credit Card
2068,60,Male,No,Maryland,23,Fortnightly,Cash
2069,70,Male,No,Vermont,44,Monthly,Credit Card
2070,36,Male,No,Texas,3,Quarterly,Cash
2071,56,Male,No,Nebraska,14,Monthly,Cash
2072,69,Male,No,South Carolina,37,Quarterly,Debit Card
2073,39,Male,No,Massachusetts,22,Weekly,Credit Card
2074,38,Male,No,Texas,2,Every 3 Months,Debit Card
2075,36,Male,No,Florida,44,Fortnightly,Credit Card
2076,46,Male,No,South Carolina,49,Monthly,Bank Transfer
2077,59,Male,No,Florida,22,Bi-Weekly,Cash
2078,64,Male,No,Nebraska,26,Annually,Bank Transfer
2079,49,Male,No,Hawaii,40,Weekly,Venmo
2080,32,Male,No,Montana,16,Quarterly,Debit Card
2081,29,Male,No,South Dakota,17,Bi-Weekly,Credit Card
2082,24,Male,No,Alabama,48,Bi-Weekly,Credit Card
2083,41,Male,No,Arkansas,28,Every 3 Months,Cash
2084,41,Male,No,Mississippi,26,Fortnightly,Credit Card
2085,32,Male,No,Vermont,43,Quarterly,Bank Transfer
2086,69,Male,No,New York,38,Weekly,Cash
2087,65,Male,No,North Dakota,36,Every 3 Months,Credit Card
2088,54,Male,No,Wisconsin,1,Weekly,Credit Card
2089,39,Male,No,California,49,Annually,Cash
2090,37,Male,No,Maryland,41,Every 3 Months,Cash
2091,51,Male,No,Massachusetts,21,Monthly,Debit Card
2092,26,Male,No,Washington,24,Quarterly,PayPal
2093,42,Male,No,Minnesota,27,Weekly,Bank Transfer
2094,21,Male,No,Washington,4,Annually,Venmo
2095,53,Male,No,South Carolina,19,Annually,Bank Transfer
2096,36,Male,No,New Mexico,1,Fortnightly,Credit Card
2097,21,Male,No,North Carolina,27,Annually,Debit Card
2098,33,Male,No,Iowa,5,Weekly,Credit Card
2099,49,Male,No,Louisiana,20,Quarterly,Credit Card
2100,31,Male,No,Oklahoma,50,Annually,Debit Card
2101,68,Male,No,Michigan,36,Fortnightly,PayPal
2102,49,Male,No,Oregon,12,Bi-Weekly,Cash
2103,23,Male,No,Idaho,23,Monthly,PayPal
2104,30,Male,No,Indiana,21,Weekly,PayPal
2105,53,Male,No,New Mexico,47,Weekly,Bank Transfer
2106,65,Male,No,South Carolina,38,Bi-Weekly,Credit Card
2107,60,Male,No,Vermont,40,Every 3 Months,Cash
2108,46,Male,No,Delaware,35,Quarterly,PayPal
2109,54,Male,No,North Dakota,4,Quarterly,Debit Card
2110,59,Male,No,California,28,Every 3 Months,Cash
2111,52,Male,No,Montana,36,Every 3 Months,Cash
2112,41,Male,No,Missouri,15,Annually,Credit Card
2113,43,Male,No,Tennessee,7,Fortnightly,Credit Card
2114,63,Male,No,Virginia,29,Every 3 Months,Credit Card
2115,37,Male,No,Vermont,12,Annually,Credit Card
2116,44,Male,No,Rhode Island,16,Bi-Weekly,Credit Card
2117,67,Male,No,Kansas,50,Bi-Weekly,PayPal
2118,27,Male,No,Colorado,11,Annually,Bank Transfer
2119,60,Male,No,Georgia,28,Quarterly,Bank Transfer
2120,58,Male,No,Nebraska,36,Bi-Weekly,Debit Card
2121,53,Male,No,Missouri,38,Quarterly,Venmo
2122,43,Male,No,Alaska,32,Monthly,Credit Card
2123,32,Male,No,Virginia,42,Weekly,PayPal
2124,54,Male,No,Nebraska,22,Bi-Weekly,Cash
2125,47,Male,No,Rhode Island,22,Quarterly,Venmo
2126,57,Male,No,New Hampshire,31,Quarterly,Credit Card
2127,63,Male,No,Alabama,28,Monthly,PayPal
2128,70,Male,No,North Carolina,40,Weekly,Credit Card
2129,62,Male,No,New Mexico,21,Weekly,PayPal
2130,40,Male,No,Minnesota,12,Every 3 Months,Credit Card
2131,25,Male,No,Arizona,33,Annually,Debit Card
2132,19,Male,No,Montana,9,Fortnightly,Credit Card
2133,25,Male,No,Vermont,15,Weekly,PayPal
2134,21,Male,No,Maine,13,Annually,PayPal
2135,55,Male,No,Virginia,35,Fortnightly,Venmo
2136,34,Male,No,California,1,Every 3 Months,Credit Card
2137,47,Male,No,New York,25,Fortnightly,Bank Transfer
2138,27,Male,No,Indiana,20,Every 3 Months,Bank Transfer
2139,67,Male,No,Mississippi,36,Quarterly,Venmo
2140,40,Male,No,New York,33,Weekly,Credit Card
2141,53,Male,No,New Mexico,36,Fortnightly,Cash
2142,24,Male,No,Kentucky,32,Annually,Credit Card
2143,47,Male,No,North Dakota,21,Quarterly,Venmo
2144,53,Male,No,Arkansas,48,Bi-Weekly,Debit Card
2145,47,Male,No,Maryland,25,Quarterly,Cash
2146,38,Male,No,Connecticut,32,Annually,Debit Card
2147,48,Male,No,Utah,45,Every 3 Months,Debit Card
2148,47,Male,No,Missouri,4,Fortnightly,PayPal
2149,19,Male,No,Nebraska,19,Bi-Weekly,PayPal
2150,38,Male,No,Hawaii,1,Weekly,Bank Transfer
2151,57,Male,No,Illinois,12,Weekly,PayPal
2152,70,Male,No,Vermont,18,Monthly,Venmo
2153,38,Male,No,New Jersey,43,Bi-Weekly,Bank Transfer
2154,35,Male,No,Kentucky,31,Annually,Credit Card
2155,46,Male,No,Wyoming,33,Every 3 Months,Debit Card
2156,32,Male,No,Hawaii,46,Monthly,Debit Card
2157,38,Male,No,Missouri,41,Bi-Weekly,PayPal
2158,41,Male,No,Mississippi,41,Fortnightly,Debit Card
2159,19,Male,No,Massachusetts,9,Fortnightly,Credit Card
2160,18,Male,No,Louisiana,34,Annually,PayPal
2161,45,Male,No,West Virginia,21,Annually,Bank Transfer
2162,23,Male,No,Washington,5,Fortnightly,Credit Card
2163,60,Male,No,Oregon,32,Weekly,Credit Card
2164,52,Male,No,New York,44,Monthly,Bank Transfer
2165,42,Male,No,Iowa,46,Bi-Weekly,Venmo
2166,29,Male,No,Idaho,42,Every 3 Months,Bank Transfer
2167,31,Male,No,New Jersey,50,Bi-Weekly,Venmo
2168,30,Male,No,Ohio,33,Fortnightly,Venmo
2169,23,Male,No,Connecticut,32,Quarterly,Bank Transfer
2170,31,Male,No,Florida,32,Bi-Weekly,PayPal
2171,40,Male,No,South Carolina,37,Every 3 Months,PayPal
2172,39,Male,No,Missouri,9,Fortnightly,Credit Card
2173,28,Male,No,Rhode Island,6,Fortnightly,Bank Transfer
2174,23,Male,No,Delaware,36,Quarterly,Cash
2175,42,Male,No,Colorado,1,Annually,Cash
2176,68,Male,No,Nebraska,48,Fortnightly,Bank Transfer
2177,24,Male,No,Vermont,44,Quarterly,Venmo
2178,24,Male,No,Montana,9,Bi-Weekly,Bank Transfer
2179,21,Male,No,Florida,32,Annually,Debit Card
2180,49,Male,No,Delaware,14,Monthly,Credit Card
2181,41,Male,No,Connecticut,43,Quarterly,Debit Card
2182,22,Male,No,Hawaii,32,Bi-Weekly,Venmo
2183,42,Male,No,New Mexico,26,Bi-Weekly,Cash
2184,30,Male,No,Kansas,2,Monthly,PayPal
2185,38,Male,No,Nevada,16,Every 3 Months,PayPal
2186,40,Male,No,North Carolina,50,Every 3 Months,Venmo
2187,55,Male,No,New Mexico,6,Every 3 Months,Bank Transfer
2188,37,Male,No,Idaho,20,Annually,Venmo
2189,41,Male,No,California,9,Weekly,PayPal
2190,38,Male,No,Wisconsin,47,Bi-Weekly,PayPal
2191,42,Male,No,Alaska,33,Annually,Debit Card
2192,26,Male,No,Pennsylvania,46,Bi-Weekly,Venmo
2193,41,Male,No,Virginia,9,Monthly,Bank Transfer
2194,27,Male,No,California,8,Monthly,Bank Transfer
2195,61,Male,No,Kentucky,48,Quarterly,Debit Card
2196,58,Male,No,New York,2,Monthly,Credit Card
2197,25,Male,No,Vermont,31,Weekly,Venmo
2198,33,Male,No,Pennsylvania,40,Monthly,PayPal
2199,57,Male,No,New York,35,Monthly,Cash
2200,39,Male,No,North Carolina,40,Monthly,Bank Transfer
2201,60,Male,No,Wyoming,27,Every 3 Months,PayPal
2202,39,Male,No,Ohio,10,Annually,Bank Transfer
2203,42,Male,No,Alabama,23,Weekly,PayPal
2204,53,Male,No,Rhode Island,32,Quarterly,Venmo
2205,20,Male,No,Oregon,6,Monthly,Venmo
2206,46,Male,No,North Dakota,27,Weekly,PayPal
2207,46,Male,No,Illinois,25,Fortnightly,PayPal
2208,69,Male,No,New Mexico,11,Annually,Debit Card
2209,28,Male,No,Colorado,23,Monthly,Debit Card
2210,42,Male,No,Utah,44,Quarterly,Credit Card
2211,30,Male,No,Virginia,35,Fortnightly,Venmo
2212,50,Male,No,Maine,45,Every 3 Months,PayPal
2213,59,Male,No,Nebraska,22,Quarterly,PayPal
2214,54,Male,No,Hawaii,18,Quarterly,Credit Card
2215,50,Male,No,Idaho,20,Weekly,Cash
2216,25,Male,No,West Virginia,28,Fortnightly,Debit Card
2217,41,Male,No,Vermont,15,Bi-Weekly,Credit Card
2218,35,Male,No,Indiana,42,Fortnightly,Bank Transfer
2219,67,Male,No,Idaho,20,Quarterly,Cash
2220,33,Male,No,Minnesota,16,Fortnightly,PayPal
2221,19,Male,No,Wyoming,47,Annually,Cash
2222,25,Male,No,Kansas,34,Annually,Debit Card
2223,32,Male,No,Georgia,30,Weekly,PayPal
2224,30,Male,No,Kansas,5,Quarterly,Credit Card
2225,18,Male,No,Nebraska,38,Quarterly,Credit Card
2226,38,Male,No,Washington,18,Annually,Credit Card
2227,22,Male,No,Missouri,28,Annually,Credit Card
2228,40,Male,No,Washington,42,Fortnightly,Venmo
2229,54,Male,No,Kansas,5,Weekly,Debit Card
2230,70,Male,No,Minnesota,50,Monthly,Bank Transfer
2231,52,Male,No,Colorado,33,Fortnightly,Debit Card
2232,34,Male,No,Utah,1,Weekly,Cash
2233,65,Male,No,North Carolina,14,Fortnightly,Bank Transfer
2234,38,Male,No,Florida,48,Monthly,Credit Card
2235,35,Male,No,New Hampshire,26,Weekly,Cash
2236,40,Male,No,Illinois,44,Annually,Credit Card
2237,23,Male,No,Louisiana,18,Fortnightly,Venmo
2238,45,Male,No,Alabama,31,Every 3 Months,Bank Transfer
2239,40,Male,No,Florida,18,Weekly,Credit Card
2240,42,Male,No,Alabama,41,Every 3 Months,Bank Transfer
2241,57,Male,No,California,18,Every 3 Months,Credit Card
2242,18,Male,No,Maryland,3,Bi-Weekly,Bank Transfer
2243,18,Male,No,Nevada,5,Bi-Weekly,PayPal
2244,56,Male,No,Massachusetts,13,Annually,Cash
2245,35,Male,No,South Carolina,22,Annually,Credit Card
2246,49,Male,No,Delaware,45,Fortnightly,Venmo
2247,49,Male,No,Hawaii,39,Every 3 Months,Cash
2248,34,Male,No,Florida,18,Annually,PayPal
2249,63,Male,No,Rhode Island,19,Fortnightly,Cash
2250,42,Male,No,Wyoming,29,Weekly,Bank Transfer
2251,41,Male,No,Colorado,19,Weekly,Venmo
2252,26,Male,No,Virginia,22,Monthly,PayPal
2253,48,Male,No,Nebraska,21,Annually,Venmo
2254,62,Male,No,Oklahoma,22,Monthly,Credit Card
2255,24,Male,No,North Dakota,44,Every 3 Months,Venmo
2256,48,Male,No,Michigan,42,Quarterly,Venmo
2257,31,Male,No,California,33,Quarterly,Debit Card
2258,41,Male,No,Tennessee,6,Annually,PayPal
2259,24,Male,No,Ohio,44,Every 3 Months,Bank Transfer
2260,60,Male,No,Florida,24,Annually,Venmo
2261,38,Male,No,Missouri,16,Quarterly,Venmo
2262,58,Male,No,South Carolina,12,Fortnightly,Cash
2263,53,Male,No,Arizona,50,Monthly,Venmo
2264,44,Male,No,Indiana,42,Quarterly,PayPal
2265,51,Male,No,North Dakota,50,Monthly,Bank Transfer
2266,36,Male,No,Montana,10,Quarterly,Bank Transfer
2267,20,Male,No,Missouri,32,Weekly,Bank Transfer
2268,32,Male,No,Kentucky,37,Weekly,Venmo
2269,66,Male,No,Georgia,15,Monthly,Credit Card
2270,49,Male,No,Kentucky,27,Annually,Credit Card
2271,27,Male,No,Georgia,7,Weekly,Debit Card
2272,29,Male,No,Alaska,49,Quarterly,Cash
2273,29,Male,No,Maine,44,Monthly,Venmo
2274,55,Male,No,New Mexico,13,Bi-Weekly,Credit Card
2275,57,Male,No,New York,38,Fortnightly,Cash
2276,29,Male,No,Oklahoma,10,Weekly,PayPal
2277,31,Male,No,Wyoming,25,Weekly,Bank Transfer
2278,25,Male,No,Alabama,18,Quarterly,Bank Transfer
2279,61,Male,No,Maryland,6,Every 3 Months,Cash
2280,53,Male,No,West Virginia,35,Quarterly,Bank Transfer
2281,22,Male,No,Kentucky,31,Fortnightly,Bank Transfer
2282,28,Male,No,Kansas,41,Annually,Bank Transfer
2283,18,Male,No,Idaho,8,Annually,Debit Card
2284,44,Male,No,Ohio,34,Fortnightly,Cash
2285,32,Male,No,Iowa,20,Annually,Cash
2286,34,Male,No,Michigan,38,Every 3 Months,Cash
2287,67,Male,No,South Dakota,35,Quarterly,PayPal
2288,66,Male,No,Nebraska,6,Annually,PayPal
2289,28,Male,No,California,50,Weekly,Credit Card
2290,70,Male,No,Nevada,47,Weekly,PayPal
2291,37,Male,No,Kansas,23,Quarterly,Venmo
2292,28,Male,No,Ohio,13,Quarterly,PayPal
2293,43,Male,No,Vermont,31,Monthly,Debit Card
2294,37,Male,No,Georgia,16,Every 3 Months,PayPal
2295,54,Male,No,Maryland,40,Annually,Venmo
2296,50,Male,No,Connecticut,45,Quarterly,Credit Card
2297,46,Male,No,Washington,50,Every 3 Months,PayPal
2298,60,Male,No,California,1,Quarterly,PayPal
2299,40,Male,No,Montana,10,Every 3 Months,PayPal
2300,64,Male,No,Idaho,48,Every 3 Months,Debit Card
2301,18,Male,No,Pennsylvania,38,Monthly,Venmo
2302,37,Male,No,Maine,21,Annually,Debit Card
2303,36,Male,No,Montana,38,Monthly,Cash
2304,51,Male,No,New Jersey,31,Fortnightly,Bank Transfer
2305,26,Male,No,Louisiana,9,Fortnightly,Bank Transfer
2306,68,Male,No,Maine,47,Weekly,Cash
2307,27,Male,No,Florida,8,Bi-Weekly,Cash
2308,28,Male,No,Missouri,30,Annually,Bank Transfer
2309,49,Male,No,North Dakota,22,Quarterly,Bank Transfer
2310,70,Male,No,Connecticut,3,Quarterly,Cash
2311,30,Male,No,Virginia,15,Monthly,Credit Card
2312,27,Male,No,Montana,10,Every 3 Months,PayPal
2313,19,Male,No,Vermont,19,Every 3 Months,PayPal
2314,64,Male,No,Georgia,36,Fortnightly,Venmo
2315,42,Male,No,Virginia,12,Every 3 Months,Venmo
2316,69,Male,No,Vermont,49,Quarterly,Cash
2317,28,Male,No,Montana,7,Annually,Credit Card
2318,47,Male,No,New Jersey,28,Monthly,Debit Card
2319,69,Male,No,Wyoming,30,Annually,PayPal
2320,56,Male,No,Maine,29,Monthly,Debit Card
2321,28,Male,No,New Mexico,9,Every 3 Months,Credit Card
2322,50,Male,No,Colorado,27,Fortnightly,PayPal
2323,39,Male,No,Connecticut,21,Fortnightly,Cash
2324,35,Male,No,Maryland,36,Monthly,Bank Transfer
2325,59,Male,No,Oregon,19,Annually,Debit Card
2326,44,Male,No,New York,47,Weekly,Debit Card
2327,66,Male,No,Oklahoma,38,Annually,Cash
2328,20,Male,No,Alabama,22,Bi-Weekly,Credit Card
2329,45,Male,No,North Dakota,29,Bi-Weekly,Credit Card
2330,49,Male,No,Nebraska,42,Annually,Venmo
2331,60,Male,No,Arizona,47,Every 3 Months,Venmo
2332,61,Male,No,Illinois,10,Bi-Weekly,Credit Card
2333,36,Male,No,South Carolina,10,Monthly,Credit Card
2334,33,Male,No,Kansas,1,Every 3 Months,Cash
2335,49,Male,No,Kansas,7,Monthly,Credit Card
2336,31,Male,No,Idaho,10,Fortnightly,Venmo
2337,19,Male,No,California,11,Weekly,Cash
2338,39,Male,No,North Dakota,5,Annually,PayPal
2339,66,Male,No,Georgia,21,Quarterly,PayPal
2340,25,Male,No,Illinois,24,Quarterly,Cash
2341,63,Male,No,Delaware,37,Fortnightly,Venmo
2342,56,Male,No,Connecticut,22,Every 3 Months,Cash
2343,20,Male,No,Tennessee,16,Fortnightly,Credit Card
2344,58,Male,No,Maryland,44,Monthly,Venmo
2345,34,Male,No,Rhode Island,14,Bi-Weekly,Credit Card
2346,28,Male,No,New York,23,Every 3 Months,Bank Transfer
2347,22,Male,No,New Mexico,46,Fortnightly,Bank Transfer
2348,37,Male,No,California,46,Every 3 Months,Credit Card
2349,54,Male,No,Maine,16,Every 3 Months,PayPal
2350,65,Male,No,New York,40,Every 3 Months,Venmo
2351,57,Male,No,Hawaii,21,Annually,Bank Transfer
2352,38,Male,No,New Hampshire,25,Bi-Weekly,Credit Card
2353,70,Male,No,Nebraska,25,Quarterly,Credit Card
2354,56,Male,No,Montana,25,Every 3 Months,Credit Card
2355,56,Male,No,Wisconsin,27,Monthly,Cash
2356,22,Male,No,Tennessee,12,Monthly,PayPal
2357,57,Male,No,Montana,27,Quarterly,Bank Transfer
2358,53,Male,No,Michigan,40,Bi-Weekly,Bank Transfer
2359,53,Male,No,Texas,38,Quarterly,Bank Transfer
2360,19,Male,No,Pennsylvania,44,Every 3 Months,Venmo
2361,49,Male,No,New York,27,Every 3 Months,Debit Card
2362,44,Male,No,Alabama,30,Every 3 Months,Cash
2363,27,Male,No,Virginia,24,Monthly,Venmo
2364,60,Male,No,Pennsylvania,38,Bi-Weekly,PayPal
2365,62,Male,No,Mississippi,4,Quarterly,Credit Card
2366,52,Male,No,Wyoming,32,Monthly,Cash
2367,30,Male,No,New Mexico,32,Fortnightly,PayPal
2368,66,Male,No,North Dakota,28,Bi-Weekly,Bank Transfer
2369,29,Male,No,New Jersey,6,Every 3 Months,Credit Card
2370,24,Male,No,Vermont,24,Monthly,Debit Card
2371,51,Male,No,Alaska,38,Weekly,Debit Card
2372,67,Male,No,Indiana,28,Annually,PayPal
2373,50,Male,No,Alabama,9,Fortnightly,Debit Card
2374,37,Male,No,Michigan,21,Every 3 Months,Bank Transfer
2375,69,Male,No,Washington,31,Monthly,Cash
2376,60,Male,No,Virginia,18,Quarterly,PayPal
2377,21,Male,No,Tennessee,5,Weekly,Venmo
2378,44,Male,No,South Dakota,22,Annually,Venmo
2379,26,Male,No,New Hampshire,37,Bi-Weekly,Debit Card
2380,40,Male,No,South Dakota,22,Monthly,Credit Card
2381,41,Male,No,Pennsylvania,36,Fortnightly,Credit Card
2382,62,Male,No,Wisconsin,23,Annually,Bank Transfer
2383,39,Male,No,California,44,Weekly,Debit Card
2384,53,Male,No,Rhode Island,25,Annually,Cash
2385,24,Male,No,Alabama,40,Quarterly,Debit Card
2386,41,Male,No,Oklahoma,12,Weekly,Venmo
2387,19,Male,No,Illinois,14,Monthly,Credit Card
2388,36,Male,No,Tennessee,14,Monthly,Credit Card
2389,21,Male,No,Alabama,10,Annually,Credit Card
2390,25,Male,No,Kansas,17,Every 3 Months,Cash
2391,65,Male,No,Arizona,24,Fortnightly,Debit Card
2392,42,Male,No,Michigan,31,Quarterly,PayPal
2393,40,Male,No,Missouri,36,Annually,Cash
2394,58,Male,No,Louisiana,38,Every 3 Months,Debit Card
2395,40,Male,No,Connecticut,23,Fortnightly,Cash
2396,62,Male,No,Connecticut,47,Bi-Weekly,Debit Card
2397,38,Male,No,Oregon,20,Weekly,Credit Card
2398,37,Male,No,West Virginia,41,Monthly,Bank Transfer
2399,65,Male,No,Florida,44,Fortnightly,PayPal
2400,55,Male,No,New Hampshire,31,Monthly,Debit Card
2401,43,Male,No,Oregon,11,Bi-Weekly,PayPal
2402,43,Male,No,Oregon,25,Bi-Weekly,Cash
2403,45,Male,No,Utah,31,Weekly,PayPal
2404,64,Male,No,Missouri,40,Weekly,Bank Transfer
2405,28,Male,No,West Virginia,23,Bi-Weekly,Venmo
2406,69,Male,No,California,5,Quarterly,Venmo
2407,54,Male,No,California,26,Weekly,Venmo
2408,52,Male,No,Illinois,11,Bi-Weekly,Credit Card
2409,23,Male,No,Hawaii,44,Every 3 Months,PayPal
2410,26,Male,No,Washington,47,Every 3 Months,Credit Card
2411,48,Male,No,Wisconsin,46,Monthly,Venmo
2412,49,Male,No,Virginia,35,Every 3 Months,Debit Card
2413,53,Male,No,Oregon,8,Bi-Weekly,Debit Card
2414,69,Male,No,Pennsylvania,30,Weekly,Bank Transfer
2415,26,Male,No,Virginia,14,Bi-Weekly,PayPal
2416,21,Male,No,Hawaii,30,Weekly,Cash
2417,59,Male,No,Nebraska,26,Every 3 Months,Cash
2418,21,Male,No,Alaska,32,Fortnightly,Bank Transfer
2419,22,Male,No,Michigan,47,Every 3 Months,Bank Transfer
2420,26,Male,No,North Carolina,11,Every 3 Months,Venmo
2421,41,Male,No,North Carolina,28,Annually,PayPal
2422,37,Male,No,Minnesota,2,Every 3 Months,PayPal
