Item Purchased,Category,Size,Color,Season,Review Rating,Product_ID
Socks,Clothing,XL,Beige,Winter,3.1,PROD2925
Jeans,Clothing,L,Teal,Winter,4.9,PROD2926
Jeans,Clothing,XL,Green,Spring,4.4,PROD2927
Sneakers,Footwear,L,Black,Summer,4.4,PROD2928
Dress,Clothing,XL,Yellow,Winter,3.4,PROD2929
Boots,Footwear,M,White,Fall,4.5,PROD2930
T-shirt,Clothing,L,Green,Fall,4.5,PROD2931
Coat,Outerwear,M,Silver,Winter,4.1,PROD2932
Skirt,Clothing,L,Blue,Winter,3.2,PROD2933
Sneakers,Footwear,M,Magenta,Spring,2.7,PROD2934
Jeans,Clothing,S,Yellow,Spring,3.7,PROD2935
Hoodie,Clothing,L,White,Fall,2.6,PROD2936
Shoes,Footwear,M,Pink,Summer,2.7,PROD2937
Shorts,Clothing,M,Magenta,Summer,2.7,PROD2938
Blouse,Clothing,S,Teal,Fall,4.8,PROD2939
T-shirt,Clothing,L,Indigo,Winter,4.8,PROD2940
Belt,Accessories,S,Maroon,Spring,2.6,PROD2941
Handbag,Accessories,L,Black,Winter,4.5,PROD2942
Dress,Clothing,M,Cyan,Winter,3.2,PROD2943
Hat,Accessories,L,Cyan,Winter,3.8,PROD2944
Belt,Accessories,S,Gray,Spring,4.8,PROD2945
Boots,Footwear,M,Violet,Summer,4.1,PROD2946
Coat,Outerwear,XL,Blue,Spring,2.8,PROD2947
Blouse,Clothing,M,Charcoal,Winter,3.9,PROD2948
Hat,Accessories,L,Olive,Summer,4.9,PROD2949
Jeans,Clothing,M,Olive,Summer,3.4,PROD2950
Backpack,Accessories,XL,Turquoise,Winter,4.1,PROD2951
Dress,Clothing,M,Cyan,Summer,2.9,PROD2952
Hat,Accessories,S,Red,Fall,3.1,PROD2953
Sunglasses,Accessories,S,Cyan,Spring,3.6,PROD2954
Hat,Accessories,S,Turquoise,Fall,3.5,PROD2955
Dress,Clothing,L,Lavender,Summer,3.4,PROD2956
Shirt,Clothing,XL,Cyan,Spring,2.9,PROD2957
Scarf,Accessories,XL,Violet,Spring,4.7,PROD2958
Sneakers,Footwear,XL,Beige,Winter,4.4,PROD2959
Skirt,Clothing,M,Cyan,Spring,2.6,PROD2960
Jewelry,Accessories,XL,Indigo,Spring,4.4,PROD2961
Boots,Footwear,L,Olive,Fall,3.7,PROD2962
Sunglasses,Accessories,L,Green,Spring,4.4,PROD2963
Boots,Footwear,L,Green,Spring,2.5,PROD2964
Sandals,Footwear,M,Beige,Spring,2.6,PROD2965
Boots,Footwear,L,Black,Spring,5,PROD2966
Dress,Clothing,M,Brown,Spring,4.9,PROD2967
Hoodie,Clothing,S,Silver,Summer,3.7,PROD2968
Shorts,Clothing,L,Gray,Summer,3.1,PROD2969
Coat,Outerwear,S,Pink,Fall,3.2,PROD2970
Jeans,Clothing,S,Maroon,Winter,4.4,PROD2971
Sunglasses,Accessories,M,Cyan,Summer,4.3,PROD2972
Sneakers,Footwear,L,Gold,Winter,3,PROD2973
Jacket,Outerwear,M,Teal,Fall,3.5,PROD2974
Skirt,Clothing,M,Beige,Spring,3.6,PROD2975
Sweater,Clothing,M,Olive,Summer,3.8,PROD2976
T-shirt,Clothing,M,Gray,Fall,3.6,PROD2977
Belt,Accessories,M,Black,Spring,4.6,PROD2978
Gloves,Accessories,M,Turquoise,Summer,2.5,PROD2979
Hat,Accessories,S,Brown,Fall,3.5,PROD2980
Boots,Footwear,S,Magenta,Spring,4,PROD2981
Belt,Accessories,M,Silver,Spring,3.5,PROD2982
Coat,Outerwear,S,Red,Summer,3.2,PROD2983
Hat,Accessories,L,Indigo,Winter,3.5,PROD2984
Shoes,Footwear,M,Green,Summer,3.4,PROD2985
Handbag,Accessories,M,Gray,Fall,5,PROD2986
Scarf,Accessories,S,Peach,Spring,4.5,PROD2987
Handbag,Accessories,M,Charcoal,Summer,2.8,PROD2988
Pants,Clothing,M,Orange,Winter,4.9,PROD2989
Shoes,Footwear,M,Beige,Spring,3.1,PROD2990
Sunglasses,Accessories,S,Yellow,Spring,4.8,PROD2991
Shorts,Clothing,XL,White,Spring,2.7,PROD2992
Jacket,Outerwear,M,Gray,Winter,4.6,PROD2993
Sandals,Footwear,M,Peach,Winter,4.4,PROD2994
Shoes,Footwear,L,Violet,Fall,3.2,PROD2995
Jewelry,Accessories,M,Magenta,Spring,3,PROD2996
Sandals,Footwear,L,Maroon,Summer,4.9,PROD2997
Pants,Clothing,M,Cyan,Spring,3.6,PROD2998
Shoes,Footwear,M,White,Spring,3.8,PROD2999
Socks,Clothing,L,Brown,Spring,2.9,PROD3000
Socks,Clothing,M,Red,Winter,3.9,PROD3001
Dress,Clothing,M,Orange,Fall,3.6,PROD3002
Shoes,Footwear,M,White,Spring,3.5,PROD3003
Hat,Accessories,M,Green,Fall,4,PROD3004
Backpack,Accessories,M,Black,Summer,4.8,PROD3005
Backpack,Accessories,M,Gold,Winter,3.9,PROD3006
Pants,Clothing,S,Lavender,Summer,4.5,PROD3007
Gloves,Accessories,XL,Turquoise,Spring,4.8,PROD3008
Scarf,Accessories,M,Pink,Spring,2.6,PROD3009
Hoodie,Clothing,M,Silver,Summer,3.1,PROD3010
Jeans,Clothing,XL,Gray,Spring,4.7,PROD3011
Backpack,Accessories,L,Indigo,Spring,2.9,PROD3012
Sandals,Footwear,L,Teal,Summer,3.8,PROD3013
Belt,Accessories,XL,Green,Summer,3.8,PROD3014
Shoes,Footwear,M,Violet,Summer,3,PROD3015
Gloves,Accessories,M,Cyan,Summer,4.1,PROD3016
Belt,Accessories,XL,Blue,Summer,3.4,PROD3017
Jacket,Outerwear,L,Orange,Fall,2.5,PROD3018
Dress,Clothing,XL,Charcoal,Spring,4.9,PROD3019
Shirt,Clothing,S,Beige,Winter,2.8,PROD3020
Scarf,Accessories,M,Black,Fall,4.5,PROD3021
Coat,Outerwear,S,Lavender,Winter,4.9,PROD3022
Handbag,Accessories,M,Lavender,Winter,4.9,PROD3023
Sunglasses,Accessories,S,Turquoise,Winter,3.5,PROD3024
T-shirt,Clothing,M,Purple,Summer,3.5,PROD3025
Shirt,Clothing,M,Olive,Winter,4.9,PROD3026
Handbag,Accessories,L,Turquoise,Winter,3,PROD3027
Jewelry,Accessories,L,Teal,Summer,2.8,PROD3028
Hoodie,Clothing,S,Lavender,Summer,3.7,PROD3029
Gloves,Accessories,M,Purple,Spring,3.6,PROD3030
Coat,Outerwear,L,Blue,Winter,3.3,PROD3031
Sandals,Footwear,M,Teal,Spring,3.4,PROD3032
Boots,Footwear,M,Lavender,Fall,4,PROD3033
Pants,Clothing,S,Silver,Spring,4.6,PROD3034
Socks,Clothing,M,Olive,Fall,4.2,PROD3035
Blouse,Clothing,M,Brown,Fall,2.8,PROD3036
Handbag,Accessories,M,Yellow,Fall,3.7,PROD3037
Jewelry,Accessories,XL,Brown,Spring,3.4,PROD3038
Pants,Clothing,XL,Cyan,Fall,3,PROD3039
Belt,Accessories,M,Magenta,Fall,4.8,PROD3040
Jeans,Clothing,S,Magenta,Fall,4,PROD3041
Shirt,Clothing,M,Orange,Summer,4.9,PROD3042
Belt,Accessories,M,Maroon,Spring,4.9,PROD3043
Jeans,Clothing,M,Green,Spring,3.3,PROD3044
Jeans,Clothing,L,Teal,Summer,4.4,PROD3045
Sweater,Clothing,L,Black,Fall,3.5,PROD3046
Sneakers,Footwear,M,Magenta,Winter,4.2,PROD3047
Socks,Clothing,S,Olive,Fall,4.2,PROD3048
Socks,Clothing,L,Yellow,Fall,2.7,PROD3049
Sunglasses,Accessories,S,Purple,Fall,2.8,PROD3050
Sneakers,Footwear,M,Beige,Winter,3.8,PROD3051
Socks,Clothing,M,Indigo,Fall,2.6,PROD3052
Shoes,Footwear,XL,Pink,Fall,3,PROD3053
Blouse,Clothing,M,Blue,Spring,3.3,PROD3054
Shorts,Clothing,L,Cyan,Winter,4.9,PROD3055
Jacket,Outerwear,M,Orange,Spring,3.3,PROD3056
Sweater,Clothing,L,Black,Winter,2.9,PROD3057
Jacket,Outerwear,S,Maroon,Spring,4.4,PROD3058
Scarf,Accessories,L,Violet,Summer,3.1,PROD3059
Jacket,Outerwear,M,Beige,Winter,2.5,PROD3060
Sweater,Clothing,S,Gray,Summer,2.6,PROD3061
Coat,Outerwear,M,Gray,Summer,4.4,PROD3062
Boots,Footwear,M,Brown,Fall,2.6,PROD3063
Hoodie,Clothing,S,Indigo,Summer,3.3,PROD3064
Hat,Accessories,M,Violet,Spring,3.5,PROD3065
T-shirt,Clothing,XL,Blue,Spring,4.1,PROD3066
Coat,Outerwear,M,Red,Winter,4,PROD3067
Dress,Clothing,S,Peach,Summer,2.7,PROD3068
Shirt,Clothing,M,Olive,Fall,2.5,PROD3069
Skirt,Clothing,XL,White,Fall,4.3,PROD3070
Jewelry,Accessories,M,Magenta,Summer,3.3,PROD3071
Hat,Accessories,M,Beige,Summer,2.6,PROD3072
Shorts,Clothing,L,Gold,Fall,3.5,PROD3073
Scarf,Accessories,XL,Purple,Spring,4,PROD3074
Jewelry,Accessories,S,White,Fall,2.6,PROD3075
Sunglasses,Accessories,L,Indigo,Summer,4.9,PROD3076
Coat,Outerwear,L,Charcoal,Spring,2.9,PROD3077
Jacket,Outerwear,M,Pink,Winter,3.7,PROD3078
Sweater,Clothing,M,Silver,Fall,4.4,PROD3079
Coat,Outerwear,S,Blue,Summer,4.4,PROD3080
Scarf,Accessories,L,Blue,Fall,3.8,PROD3081
Belt,Accessories,XL,Brown,Spring,4.5,PROD3082
Hat,Accessories,XL,Cyan,Winter,2.6,PROD3083
Backpack,Accessories,L,Teal,Summer,3.3,PROD3084
T-shirt,Clothing,S,Purple,Fall,4.1,PROD3085
Jewelry,Accessories,M,Turquoise,Winter,3,PROD3086
Sunglasses,Accessories,M,Olive,Winter,3,PROD3087
Jeans,Clothing,S,White,Winter,3.4,PROD3088
Pants,Clothing,M,Turquoise,Winter,2.7,PROD3089
Backpack,Accessories,M,Silver,Spring,3.8,PROD3090
Scarf,Accessories,M,Violet,Spring,4.2,PROD3091
Sweater,Clothing,L,Lavender,Spring,4.7,PROD3092
Jewelry,Accessories,L,Magenta,Spring,4.1,PROD3093
Sneakers,Footwear,S,Indigo,Winter,4.2,PROD3094
Jewelry,Accessories,M,Black,Winter,4.8,PROD3095
Coat,Outerwear,S,Peach,Summer,3,PROD3096
Coat,Outerwear,S,Beige,Fall,2.6,PROD3097
Sunglasses,Accessories,M,Black,Summer,3.2,PROD3098
Handbag,Accessories,S,Turquoise,Spring,3.6,PROD3099
Sweater,Clothing,M,Peach,Fall,2.6,PROD3100
Pants,Clothing,L,Gold,Spring,4.4,PROD3101
Gloves,Accessories,XL,Silver,Fall,3,PROD3102
Sweater,Clothing,M,Peach,Fall,2.9,PROD3103
Hoodie,Clothing,S,Charcoal,Spring,4.3,PROD3104
Hat,Accessories,M,Beige,Fall,3.1,PROD3105
T-shirt,Clothing,S,Olive,Spring,3,PROD3106
Skirt,Clothing,L,Violet,Winter,3.6,PROD3107
Sneakers,Footwear,M,Peach,Fall,2.8,PROD3108
Shorts,Clothing,M,Teal,Fall,2.8,PROD3109
Hoodie,Clothing,L,Violet,Winter,4.9,PROD3110
Hoodie,Clothing,L,Cyan,Fall,3,PROD3111
Shoes,Footwear,S,Olive,Summer,4.1,PROD3112
Hoodie,Clothing,XL,Pink,Spring,4.6,PROD3113
Sunglasses,Accessories,M,Purple,Summer,4.8,PROD3114
Skirt,Clothing,L,Violet,Fall,2.6,PROD3115
Hat,Accessories,S,Peach,Fall,4,PROD3116
Backpack,Accessories,M,Charcoal,Winter,4.2,PROD3117
Sunglasses,Accessories,L,Lavender,Spring,4.5,PROD3118
Belt,Accessories,M,Purple,Summer,4.9,PROD3119
Jewelry,Accessories,M,Indigo,Spring,3.1,PROD3120
Sneakers,Footwear,M,Magenta,Winter,4,PROD3121
T-shirt,Clothing,XL,Peach,Fall,3.2,PROD3122
Handbag,Accessories,S,Charcoal,Spring,4.3,PROD3123
Hat,Accessories,S,Purple,Fall,2.5,PROD3124
Sweater,Clothing,M,Orange,Spring,4.9,PROD3125
Sandals,Footwear,M,Lavender,Summer,2.7,PROD3126
Scarf,Accessories,L,Beige,Winter,3.4,PROD3127
Shirt,Clothing,XL,Maroon,Spring,4.8,PROD3128
Gloves,Accessories,L,Charcoal,Winter,4.7,PROD3129
Hoodie,Clothing,XL,White,Winter,4.7,PROD3130
Jewelry,Accessories,M,Lavender,Summer,3.9,PROD3131
Shirt,Clothing,M,Black,Spring,3.7,PROD3132
Hoodie,Clothing,S,Teal,Spring,4.3,PROD3133
Shoes,Footwear,XL,Magenta,Winter,4.1,PROD3134
T-shirt,Clothing,M,Brown,Summer,4.6,PROD3135
Skirt,Clothing,L,Peach,Winter,3.6,PROD3136
Handbag,Accessories,S,Cyan,Summer,4.8,PROD3137
Shirt,Clothing,XL,Pink,Winter,2.8,PROD3138
Pants,Clothing,M,Purple,Summer,4.7,PROD3139
Coat,Outerwear,L,Purple,Spring,3.9,PROD3140
Jeans,Clothing,M,White,Winter,2.6,PROD3141
Gloves,Accessories,S,Silver,Winter,4.7,PROD3142
T-shirt,Clothing,L,Green,Spring,3.5,PROD3143
Boots,Footwear,L,Teal,Winter,4.4,PROD3144
Jeans,Clothing,S,Indigo,Fall,4.4,PROD3145
Sneakers,Footwear,L,Pink,Summer,3,PROD3146
Sneakers,Footwear,M,Indigo,Summer,4.2,PROD3147
Hat,Accessories,XL,Red,Winter,4.3,PROD3148
Pants,Clothing,M,Violet,Spring,2.6,PROD3149
Jewelry,Accessories,L,Cyan,Spring,3.3,PROD3150
Jewelry,Accessories,S,Red,Winter,2.7,PROD3151
Blouse,Clothing,M,Gray,Spring,4.2,PROD3152
Handbag,Accessories,M,Gold,Fall,4,PROD3153
Shirt,Clothing,M,Pink,Summer,4,PROD3154
Dress,Clothing,L,Cyan,Spring,2.9,PROD3155
T-shirt,Clothing,S,Red,Fall,2.6,PROD3156
Shoes,Footwear,M,Gold,Summer,4.8,PROD3157
Belt,Accessories,M,Charcoal,Fall,4.4,PROD3158
Belt,Accessories,L,Orange,Summer,4,PROD3159
Handbag,Accessories,L,Blue,Fall,3.6,PROD3160
Scarf,Accessories,S,Blue,Summer,3.2,PROD3161
Shorts,Clothing,S,Orange,Fall,3.1,PROD3162
Sandals,Footwear,M,Blue,Winter,4.2,PROD3163
Pants,Clothing,L,White,Summer,3,PROD3164
Dress,Clothing,M,Green,Winter,4.2,PROD3165
T-shirt,Clothing,M,Silver,Winter,2.9,PROD3166
Dress,Clothing,S,Lavender,Winter,3.7,PROD3167
Socks,Clothing,XL,Beige,Summer,3.6,PROD3168
Scarf,Accessories,L,Violet,Summer,3.6,PROD3169
Backpack,Accessories,S,Gray,Fall,4.5,PROD3170
Skirt,Clothing,S,Red,Spring,3.2,PROD3171
Socks,Clothing,M,Lavender,Spring,3.9,PROD3172
Coat,Outerwear,L,Peach,Spring,4.6,PROD3173
Jewelry,Accessories,M,Indigo,Winter,2.5,PROD3174
Backpack,Accessories,M,Black,Winter,4.3,PROD3175
Belt,Accessories,M,Beige,Spring,4.1,PROD3176
Dress,Clothing,M,Red,Winter,4.6,PROD3177
Skirt,Clothing,M,Black,Spring,4.8,PROD3178
Dress,Clothing,M,Teal,Spring,4.9,PROD3179
T-shirt,Clothing,M,Blue,Summer,2.8,PROD3180
Skirt,Clothing,S,Beige,Spring,4.9,PROD3181
Shorts,Clothing,L,Teal,Summer,3.5,PROD3182
Jewelry,Accessories,M,Maroon,Spring,3.8,PROD3183
Pants,Clothing,M,Yellow,Spring,4.5,PROD3184
Belt,Accessories,S,Indigo,Fall,3.4,PROD3185
Jeans,Clothing,M,Magenta,Spring,3.9,PROD3186
Jeans,Clothing,M,Beige,Summer,4.1,PROD3187
Hat,Accessories,L,Maroon,Fall,3,PROD3188
Blouse,Clothing,M,Magenta,Summer,3.3,PROD3189
Shirt,Clothing,XL,Teal,Summer,4.9,PROD3190
Shirt,Clothing,M,Orange,Winter,4.3,PROD3191
T-shirt,Clothing,L,Charcoal,Winter,4.1,PROD3192
Coat,Outerwear,M,Turquoise,Summer,4,PROD3193
Jacket,Outerwear,L,Pink,Fall,5,PROD3194
Hoodie,Clothing,S,Teal,Winter,3.1,PROD3195
Scarf,Accessories,M,White,Winter,4,PROD3196
Belt,Accessories,M,Maroon,Winter,3.2,PROD3197
Sneakers,Footwear,L,Violet,Fall,3.9,PROD3198
Socks,Clothing,M,Brown,Summer,3.9,PROD3199
Sandals,Footwear,M,Indigo,Fall,4.5,PROD3200
Coat,Outerwear,XL,Black,Winter,4.4,PROD3201
Shoes,Footwear,XL,Black,Summer,3.1,PROD3202
Scarf,Accessories,S,Olive,Spring,2.9,PROD3203
Sneakers,Footwear,M,Orange,Winter,3.7,PROD3204
Belt,Accessories,M,Pink,Spring,3.2,PROD3205
Handbag,Accessories,M,Olive,Spring,3.5,PROD3206
Handbag,Accessories,S,Cyan,Fall,3,PROD3207
Boots,Footwear,M,White,Summer,4.1,PROD3208
Boots,Footwear,S,Red,Winter,2.9,PROD3209
Pants,Clothing,M,Blue,Winter,3.8,PROD3210
Sunglasses,Accessories,M,Olive,Fall,4.1,PROD3211
Hoodie,Clothing,M,Green,Spring,4.6,PROD3212
Shoes,Footwear,M,Yellow,Summer,2.5,PROD3213
Handbag,Accessories,XL,Black,Spring,3.7,PROD3214
Jacket,Outerwear,M,Blue,Fall,3.8,PROD3215
Blouse,Clothing,L,Pink,Winter,2.6,PROD3216
Pants,Clothing,XL,Lavender,Summer,3.7,PROD3217
Boots,Footwear,XL,Cyan,Fall,2.6,PROD3218
Boots,Footwear,M,Cyan,Spring,3.1,PROD3219
Sweater,Clothing,M,Gold,Winter,2.5,PROD3220
Gloves,Accessories,M,Green,Winter,4.9,PROD3221
Socks,Clothing,M,Red,Winter,4.5,PROD3222
Jeans,Clothing,L,Magenta,Fall,3.4,PROD3223
Pants,Clothing,L,Red,Winter,3.9,PROD3224
Shorts,Clothing,M,Yellow,Summer,3.7,PROD3225
Gloves,Accessories,S,Turquoise,Fall,2.6,PROD3226
Sandals,Footwear,S,Cyan,Fall,3.4,PROD3227
Blouse,Clothing,L,Yellow,Spring,4.9,PROD3228
Jacket,Outerwear,S,Yellow,Winter,3.9,PROD3229
Jewelry,Accessories,XL,Maroon,Winter,3.6,PROD3230
Hat,Accessories,L,Brown,Spring,4.6,PROD3231
Socks,Clothing,M,Gold,Spring,4,PROD3232
Handbag,Accessories,M,Charcoal,Summer,3.6,PROD3233
Pants,Clothing,L,Beige,Winter,3.5,PROD3234
Gloves,Accessories,M,Indigo,Fall,4.1,PROD3235
Sweater,Clothing,M,Red,Spring,3,PROD3236
Hat,Accessories,M,White,Summer,4.4,PROD3237
Dress,Clothing,S,Charcoal,Spring,4.4,PROD3238
Pants,Clothing,M,Violet,Winter,3.7,PROD3239
Coat,Outerwear,XL,Magenta,Spring,4.8,PROD3240
Scarf,Accessories,L,White,Winter,2.9,PROD3241
Hoodie,Clothing,XL,Pink,Winter,3.1,PROD3242
Socks,Clothing,M,Lavender,Summer,4,PROD3243
Blouse,Clothing,S,Pink,Spring,3,PROD3244
Socks,Clothing,S,Silver,Summer,3.9,PROD3245
Dress,Clothing,M,Violet,Fall,3.4,PROD3246
Hoodie,Clothing,M,Charcoal,Winter,2.7,PROD3247
T-shirt,Clothing,M,Charcoal,Spring,3.5,PROD3248
Hat,Accessories,XL,Red,Winter,3,PROD3249
Boots,Footwear,M,Peach,Winter,4.5,PROD3250
Jeans,Clothing,XL,Purple,Winter,4.1,PROD3251
Shorts,Clothing,XL,Orange,Spring,5,PROD3252
Sandals,Footwear,L,Magenta,Fall,4,PROD3253
Sandals,Footwear,XL,Red,Winter,4.9,PROD3254
Sneakers,Footwear,XL,Black,Spring,3.3,PROD3255
Hat,Accessories,M,Peach,Fall,4.1,PROD3256
Coat,Outerwear,S,Olive,Winter,3.6,PROD3257
Dress,Clothing,L,Gold,Spring,3,PROD3258
Boots,Footwear,XL,Gold,Spring,4.1,PROD3259
Skirt,Clothing,M,Turquoise,Fall,3.9,PROD3260
Shirt,Clothing,XL,Green,Spring,4.1,PROD3261
Shirt,Clothing,L,Maroon,Summer,2.8,PROD3262
Boots,Footwear,L,Brown,Winter,4.8,PROD3263
Hoodie,Clothing,L,Brown,Winter,4.6,PROD3264
Sweater,Clothing,S,Blue,Winter,2.5,PROD3265
Shirt,Clothing,M,Lavender,Spring,2.7,PROD3266
Blouse,Clothing,M,Peach,Fall,4,PROD3267
T-shirt,Clothing,S,Gray,Spring,2.7,PROD3268
Jacket,Outerwear,XL,Charcoal,Winter,2.9,PROD3269
Jewelry,Accessories,M,Lavender,Spring,3,PROD3270
Hoodie,Clothing,M,Green,Fall,3.3,PROD3271
Jewelry,Accessories,S,Gray,Spring,4.3,PROD3272
Sandals,Footwear,M,Orange,Winter,4.4,PROD3273
Jeans,Clothing,L,Silver,Spring,4.1,PROD3274
Hat,Accessories,M,Olive,Spring,3.1,PROD3275
Sweater,Clothing,S,Turquoise,Fall,4.5,PROD3276
Boots,Footwear,L,Turquoise,Spring,4.8,PROD3277
Blouse,Clothing,L,Green,Spring,5,PROD3278
Shorts,Clothing,M,Violet,Fall,2.8,PROD3279
Hoodie,Clothing,L,Charcoal,Fall,3.7,PROD3280
Pants,Clothing,L,White,Winter,4.4,PROD3281
Belt,Accessories,M,Olive,Spring,4.5,PROD3282
Shirt,Clothing,L,Violet,Winter,3,PROD3283
Shirt,Clothing,M,Violet,Winter,3.9,PROD3284
Dress,Clothing,M,Black,Spring,3.9,PROD3285
Gloves,Accessories,M,Charcoal,Fall,3.5,PROD3286
Gloves,Accessories,L,Yellow,Winter,4.9,PROD3287
Jeans,Clothing,XL,Blue,Winter,3.4,PROD3288
Belt,Accessories,XL,Charcoal,Winter,4.1,PROD3289
Jacket,Outerwear,M,Red,Fall,2.9,PROD3290
Skirt,Clothing,M,Indigo,Spring,3.4,PROD3291
Sandals,Footwear,S,Beige,Spring,3.2,PROD3292
Belt,Accessories,M,Maroon,Summer,3.9,PROD3293
Sweater,Clothing,XL,Yellow,Fall,4.1,PROD3294
Shirt,Clothing,M,Silver,Summer,4.5,PROD3295
Sneakers,Footwear,M,Olive,Fall,2.8,PROD3296
Jeans,Clothing,S,Teal,Spring,2.8,PROD3297
Sandals,Footwear,M,Silver,Summer,4.6,PROD3298
Pants,Clothing,S,Indigo,Summer,3,PROD3299
Belt,Accessories,L,Teal,Fall,3.6,PROD3300
T-shirt,Clothing,M,Charcoal,Spring,4.5,PROD3301
Shirt,Clothing,M,Orange,Fall,5,PROD3302
Sneakers,Footwear,M,Gold,Fall,2.9,PROD3303
Blouse,Clothing,L,Silver,Summer,3.1,PROD3304
Backpack,Accessories,S,Orange,Spring,4,PROD3305
Pants,Clothing,XL,Peach,Spring,4.5,PROD3306
Sweater,Clothing,L,Brown,Winter,4.5,PROD3307
Coat,Outerwear,L,Black,Summer,3.1,PROD3308
Dress,Clothing,L,Red,Summer,4.4,PROD3309
Blouse,Clothing,L,Lavender,Summer,4.7,PROD3310
Hoodie,Clothing,L,Brown,Winter,3.1,PROD3311
Shoes,Footwear,M,Maroon,Fall,4.2,PROD3312
T-shirt,Clothing,M,Violet,Winter,3,PROD3313
Shoes,Footwear,M,Lavender,Summer,2.6,PROD3314
Boots,Footwear,S,Magenta,Summer,3.4,PROD3315
Shorts,Clothing,L,Green,Spring,4.2,PROD3316
Belt,Accessories,S,Lavender,Spring,4.6,PROD3317
Pants,Clothing,M,Green,Spring,2.8,PROD3318
Shorts,Clothing,M,Maroon,Spring,2.7,PROD3319
Sunglasses,Accessories,M,Magenta,Spring,4,PROD3320
Hat,Accessories,XL,Teal,Fall,3.1,PROD3321
T-shirt,Clothing,L,Orange,Winter,3.7,PROD3322
Pants,Clothing,M,Violet,Winter,4,PROD3323
Shorts,Clothing,M,Yellow,Spring,4.6,PROD3324
Jewelry,Accessories,S,Orange,Summer,3.8,PROD3325
Backpack,Accessories,L,Gold,Summer,3.5,PROD3326
Shoes,Footwear,M,Indigo,Spring,4.6,PROD3327
Coat,Outerwear,M,Turquoise,Winter,2.8,PROD3328
Sweater,Clothing,M,Orange,Winter,3.7,PROD3329
Gloves,Accessories,M,Indigo,Fall,3.3,PROD3330
Handbag,Accessories,M,Charcoal,Fall,2.9,PROD3331
Socks,Clothing,M,Lavender,Spring,3.2,PROD3332
Hoodie,Clothing,S,Gold,Spring,4.3,PROD3333
Pants,Clothing,M,Lavender,Winter,2.7,PROD3334
Coat,Outerwear,S,White,Spring,4.2,PROD3335
Boots,Footwear,M,Lavender,Fall,4.8,PROD3336
Sneakers,Footwear,M,Charcoal,Spring,4.8,PROD3337
Sweater,Clothing,L,Silver,Spring,3.4,PROD3338
Handbag,Accessories,S,Yellow,Winter,2.6,PROD3339
Belt,Accessories,L,Olive,Winter,5,PROD3340
Belt,Accessories,M,Peach,Fall,4.4,PROD3341
Hoodie,Clothing,XL,Yellow,Fall,2.9,PROD3342
Sunglasses,Accessories,XL,Yellow,Summer,3.4,PROD3343
Sneakers,Footwear,M,Indigo,Spring,3.4,PROD3344
T-shirt,Clothing,S,Violet,Fall,4.9,PROD3345
Dress,Clothing,M,White,Fall,3.6,PROD3346
Hoodie,Clothing,L,White,Winter,3,PROD3347
Sweater,Clothing,M,Cyan,Summer,3.9,PROD3348
Belt,Accessories,XL,Purple,Spring,3.2,PROD3349
Socks,Clothing,XL,Black,Spring,3.2,PROD3350
Sunglasses,Accessories,M,Orange,Fall,4.3,PROD3351
Coat,Outerwear,L,Maroon,Summer,2.8,PROD3352
Hat,Accessories,XL,Orange,Spring,4.5,PROD3353
Pants,Clothing,M,Teal,Winter,4.1,PROD3354
Backpack,Accessories,M,Gray,Spring,3.6,PROD3355
Shorts,Clothing,M,Blue,Summer,3,PROD3356
Jacket,Outerwear,M,Cyan,Spring,4,PROD3357
Backpack,Accessories,S,Red,Summer,3.5,PROD3358
Scarf,Accessories,XL,Pink,Spring,2.5,PROD3359
Hoodie,Clothing,S,Cyan,Winter,4.3,PROD3360
Skirt,Clothing,L,Black,Fall,2.8,PROD3361
Dress,Clothing,M,Beige,Fall,3.7,PROD3362
Coat,Outerwear,M,Gray,Fall,4.3,PROD3363
Blouse,Clothing,L,Red,Summer,4,PROD3364
Hat,Accessories,L,Yellow,Fall,4.7,PROD3365
Handbag,Accessories,M,Magenta,Winter,4.5,PROD3366
Belt,Accessories,M,Magenta,Fall,3.1,PROD3367
Belt,Accessories,S,Black,Fall,3.8,PROD3368
Shirt,Clothing,L,Orange,Summer,4.9,PROD3369
Shoes,Footwear,M,Green,Winter,3.2,PROD3370
Scarf,Accessories,L,Peach,Summer,2.9,PROD3371
Pants,Clothing,M,Charcoal,Spring,2.8,PROD3372
Blouse,Clothing,M,Gray,Fall,4,PROD3373
Gloves,Accessories,L,Turquoise,Winter,2.6,PROD3374
Handbag,Accessories,M,Red,Fall,2.7,PROD3375
Sneakers,Footwear,L,Brown,Spring,4.1,PROD3376
Sandals,Footwear,L,Pink,Spring,5,PROD3377
Sunglasses,Accessories,L,Olive,Spring,3,PROD3378
Jacket,Outerwear,XL,Lavender,Fall,3.6,PROD3379
T-shirt,Clothing,L,Purple,Fall,2.8,PROD3380
Sneakers,Footwear,S,Beige,Winter,4.6,PROD3381
Shoes,Footwear,L,Green,Winter,2.9,PROD3382
Jacket,Outerwear,L,Brown,Winter,4.8,PROD3383
Scarf,Accessories,M,Beige,Spring,3.3,PROD3384
Sneakers,Footwear,M,Beige,Fall,4.6,PROD3385
Jewelry,Accessories,M,Indigo,Fall,2.6,PROD3386
Jacket,Outerwear,M,Silver,Fall,4,PROD3387
Blouse,Clothing,M,Gold,Winter,3.8,PROD3388
